guess,run,config,good,bad,%,recall,mca,ms
1st,227-58,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -fft -eucl -flucid,7.0,10.5,40.195,100.0,31.0,746.0
1st,30-487,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -lpc -mink -flucid,7.0,10.5,39.705,100.0,31.0,884.0
1st,307-13,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -aggr -eucl -flucid,7.0,10.5,40.195,100.0,31.0,1066.0
1st,298-55,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -aggr -eucl -flucid,7.0,10.5,40.195,100.0,31.0,1076.0
1st,222-54,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,141.0
1st,296-11,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,179.0
1st,297-16,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,202.0
1st,261-31,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,260.0
1st,210-12,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,515.0
1st,148-38,-noclustering --nothreshold --niolocking -dynaclass -silence -high -minmax -cheb -flucid,7.0,10.5,40.195,100.0,28.0,649.0
1st,264-48,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -minmax -diff -flucid,7.0,10.5,40.195,100.0,28.0,652.0
1st,213-32,-noclustering --nothreshold --niolocking -dynaclass -silence -high -minmax -diff -flucid,7.0,10.5,40.195,100.0,28.0,685.0
1st,126-129,-noclustering --nothreshold --niolocking -dynaclass -noise -bandstop -minmax -cos -flucid,7.0,10.5,40.035,100.0,31.0,984.0
1st,108-105,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -minmax -cos -flucid,7.0,10.5,40.035,100.0,31.0,1010.0
1st,44-219,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -minmax -cheb -flucid,7.0,10.5,39.864999999999995,100.0,28.0,221.0
1st,55-225,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -minmax -cheb -flucid,7.0,10.5,39.864999999999995,100.0,28.0,235.0
1st,70-173,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -minmax -cheb -flucid,7.0,10.5,39.864999999999995,100.0,28.0,252.0
1st,72-191,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -minmax -cheb -flucid,7.0,10.5,39.864999999999995,100.0,28.0,256.0
1st,137-160,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -lpc -cos -flucid,7.0,10.5,40.035,100.0,28.0,710.0
1st,116-96,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -cos -flucid,7.0,10.5,40.035,100.0,28.0,863.0
1st,111-140,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -lpc -diff -flucid,7.0,10.5,40.035,100.0,28.0,938.0
1st,9-560,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -diff -flucid,7.0,10.5,39.705,100.0,28.0,999.0
