./javalimited.sh: No lock taken...
./javalimited.sh: Lock acquired. Reading counter.
./javalimited.sh: Registered started JVMs: 0
./javalimited.sh: Registering our JVM...
./javalimited.sh: Re-releasing lock 2...
./javalimited.sh: Running our real JVM [java]: 1...
SATEDb.query(): DB size: 5
SATEDb.query(): DB size: 5
guess,run,config,good,bad,%,recall,mca,ms
1st,29,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid,8,9,47.06,100.00,32.00,526
1st,29,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid),0,1,0.00,20.00,0.00,0
1st,29,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid),0,1,0.00,20.00,0.00,0
1st,29,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid),4,1,80.00,100.00,80.00,154
1st,29,Social (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid),2,3,40.00,100.00,40.00,124
1st,29,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid),2,3,40.00,100.00,40.00,248
1st,30,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid,8,9,47.06,100.00,32.00,398
1st,30,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid),0,1,0.00,20.00,0.00,10
1st,30,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid),0,1,0.00,20.00,0.00,12
1st,30,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid),2,3,40.00,100.00,40.00,96
1st,30,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid),3,2,60.00,100.00,60.00,76
1st,30,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -lpc -cheb -flucid),3,2,60.00,100.00,60.00,204
1st,31,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid,8,9,47.06,100.00,32.00,778
1st,31,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid),0,1,0.00,20.00,0.00,26
1st,31,Tourism (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid),0,1,0.00,20.00,0.00,30
1st,31,Financial (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid),3,2,60.00,100.00,60.00,212
1st,31,Social (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid),3,2,60.00,100.00,60.00,134
1st,31,Weather (-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -cos -flucid),2,3,40.00,100.00,40.00,376
1st,32,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid,8,9,47.06,100.00,32.00,470
1st,32,Entertainment (-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid),0,1,0.00,20.00,0.00,0
1st,32,Tourism (-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid),0,1,0.00,20.00,0.00,0
1st,32,Financial (-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid),2,3,40.00,100.00,40.00,94
1st,32,Social (-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid),4,1,80.00,100.00,80.00,94
1st,32,Weather (-noclustering --nothreshold --niolocking -dynaclass -silence -endp -lpc -cos -flucid),2,3,40.00,100.00,40.00,282
1st,33,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -fft -hamming -flucid,8,9,47.06,100.00,32.00,358
